Year,Trip Number,Effort Number,ADFG Number,Vessel Name,Groundline Diameter Inches,Pot Spacing Feet,Date Left Port,Sell Date,Trip Target Species Code,Trip Target Species,Groundfish Stat Area,Groundfish Management Area Code,Number of Pots,Average Depth Fathoms,Species,Species Code,Disposition,Disposition Code,Numbers,Pounds
1997,1003,6,35564,NAVIGATOR,0.75,150,,9/15/1997 0:00,710,Sablefish,315432,SSEI,23,250,Sablefish,710,Retained,1,,400
1997,1003,7,35564,NAVIGATOR,0.75,150,,9/15/1997 0:00,710,Sablefish,315432,SSEI,23,240,Sablefish,710,Retained,1,,400
1997,1003,8,35564,NAVIGATOR,0.75,150,,9/15/1997 0:00,710,Sablefish,315432,SSEI,23,238,Sablefish,710,Retained,1,,450
1997,1003,9,35564,NAVIGATOR,0.75,150,,9/15/1997 0:00,710,Sablefish,315432,SSEI,23,228,Sablefish,710,Retained,1,,350
1997,1003,10,35564,NAVIGATOR,0.75,150,,9/15/1997 0:00,710,Sablefish,315432,SSEI,23,230,Sablefish,710,Retained,1,,350
1997,1003,11,35564,NAVIGATOR,0.75,150,,9/15/1997 0:00,710,Sablefish,315432,SSEI,23,230,Sablefish,710,Retained,1,,600
1997,1003,12,35564,NAVIGATOR,0.75,150,,9/15/1997 0:00,710,Sablefish,315432,SSEI,23,240,Sablefish,710,Retained,1,,500
1997,1003,13,35564,NAVIGATOR,0.75,150,,9/15/1997 0:00,710,Sablefish,315432,SSEI,23,245,Sablefish,710,Retained,1,,600
1997,1003,14,35564,NAVIGATOR,0.75,150,,9/15/1997 0:00,710,Sablefish,315432,SSEI,23,235,Sablefish,710,Retained,1,,600
1997,1003,15,35564,NAVIGATOR,0.75,150,,9/15/1997 0:00,710,Sablefish,315432,SSEI,23,230,Sablefish,710,Retained,1,,500
1997,1004,1,35564,NAVIGATOR,0.75,150,,9/19/1997 0:00,710,Sablefish,315432,SSEI,23,235,Sablefish,710,Retained,1,,500
1997,1004,2,35564,NAVIGATOR,0.75,150,,9/19/1997 0:00,710,Sablefish,315432,SSEI,23,245,Sablefish,710,Retained,1,,500
1997,1004,3,35564,NAVIGATOR,0.75,150,,9/19/1997 0:00,710,Sablefish,315432,SSEI,23,230,Sablefish,710,Retained,1,,450
1997,1004,4,35564,NAVIGATOR,0.75,150,,9/19/1997 0:00,710,Sablefish,315432,SSEI,23,235,Sablefish,710,Retained,1,,400
1997,1004,5,35564,NAVIGATOR,0.75,150,,9/19/1997 0:00,710,Sablefish,315431,SSEI,23,230,Sablefish,710,Retained,1,,600
1997,1004,6,35564,NAVIGATOR,0.75,150,,9/19/1997 0:00,710,Sablefish,315432,SSEI,23,235,Sablefish,710,Retained,1,,300
1997,1004,7,35564,NAVIGATOR,0.75,150,,9/19/1997 0:00,710,Sablefish,315432,SSEI,23,245,Sablefish,710,Retained,1,,200
1997,1004,8,35564,NAVIGATOR,0.75,150,,9/19/1997 0:00,710,Sablefish,315432,SSEI,23,240,Sablefish,710,Retained,1,,350
1997,1004,9,35564,NAVIGATOR,0.75,150,,9/19/1997 0:00,710,Sablefish,315432,SSEI,22,230,Sablefish,710,Retained,1,,400
1997,1004,10,35564,NAVIGATOR,0.75,150,,9/19/1997 0:00,710,Sablefish,315502,SSEI,22,235,Sablefish,710,Retained,1,,500
1997,1004,11,35564,NAVIGATOR,0.75,150,,9/19/1997 0:00,710,Sablefish,315502,SSEI,23,235,Sablefish,710,Retained,1,,300
1997,1004,12,35564,NAVIGATOR,0.75,150,,9/19/1997 0:00,710,Sablefish,315432,SSEI,23,245,Sablefish,710,Retained,1,,400
1997,1004,13,35564,NAVIGATOR,0.75,150,,9/19/1997 0:00,710,Sablefish,315432,SSEI,23,250,Sablefish,710,Retained,1,,400
1997,1004,14,35564,NAVIGATOR,0.75,150,,9/19/1997 0:00,710,Sablefish,315432,SSEI,22,234,Sablefish,710,Retained,1,,300
1997,1004,15,35564,NAVIGATOR,0.75,150,,9/19/1997 0:00,710,Sablefish,315502,SSEI,22,240,Sablefish,710,Retained,1,,300
1997,1005,1,36488,ALASKAN ROSE,0.75,240,,9/5/1997 0:00,710,Sablefish,315502,SSEI,20,260,Sablefish,710,Retained,1,,1000
1997,1005,2,36488,ALASKAN ROSE,0.75,240,,9/5/1997 0:00,710,Sablefish,315502,SSEI,20,255,Sablefish,710,Retained,1,,1200
1997,1005,3,36488,ALASKAN ROSE,0.75,240,,9/5/1997 0:00,710,Sablefish,315502,SSEI,20,245,Sablefish,710,Retained,1,,1400
1997,1005,4,36488,ALASKAN ROSE,0.75,240,,9/5/1997 0:00,710,Sablefish,315432,SSEI,24,240,Sablefish,710,Retained,1,,1200
1997,1006,1,36488,ALASKAN ROSE,0.75,240,,9/8/1997 0:00,710,Sablefish,315432,SSEI,20,210,Sablefish,710,Retained,1,,3000
1997,1006,2,36488,ALASKAN ROSE,0.75,240,,9/8/1997 0:00,710,Sablefish,315432,SSEI,20,220,Sablefish,710,Retained,1,,2000
1997,1006,3,36488,ALASKAN ROSE,0.75,240,,9/8/1997 0:00,710,Sablefish,315432,SSEI,24,220,Sablefish,710,Retained,1,,3000
1997,1006,4,36488,ALASKAN ROSE,0.75,240,,9/8/1997 0:00,710,Sablefish,315502,SSEI,20,260,Sablefish,710,Retained,1,,2000
1997,1007,1,36488,ALASKAN ROSE,0.75,240,,9/10/1997 0:00,710,Sablefish,315432,SSEI,20,230,Sablefish,710,Retained,1,,800
1997,1007,2,36488,ALASKAN ROSE,0.75,240,,9/10/1997 0:00,710,Sablefish,315432,SSEI,20,220,Sablefish,710,Retained,1,,1000
1997,1007,3,36488,ALASKAN ROSE,0.75,240,,9/10/1997 0:00,710,Sablefish,315432,SSEI,20,220,Sablefish,710,Retained,1,,2000
1997,1007,4,36488,ALASKAN ROSE,0.75,240,,9/10/1997 0:00,710,Sablefish,315432,SSEI,24,240,Sablefish,710,Retained,1,,1200
1997,1008,1,36488,ALASKAN ROSE,0.75,300,,9/16/1997 0:00,710,Sablefish,315432,SSEI,19,221,Sablefish,710,Retained,1,,1791
1997,1008,2,36488,ALASKAN ROSE,0.75,300,,9/16/1997 0:00,710,Sablefish,315432,SSEI,20,240,Sablefish,710,Retained,1,,1791
1997,1008,3,36488,ALASKAN ROSE,0.75,300,,9/16/1997 0:00,710,Sablefish,315432,SSEI,20,224,Sablefish,710,Retained,1,,1791
1997,1008,4,36488,ALASKAN ROSE,0.75,300,,9/16/1997 0:00,710,Sablefish,315432,SSEI,20,228,Sablefish,710,Retained,1,,1791
1997,1009,1,36488,ALASKAN ROSE,0.75,300,9/18/1997 0:00,9/19/1997 0:00,710,Sablefish,315432,SSEI,20,226,Sablefish,710,Retained,1,,1200
1997,1009,2,36488,ALASKAN ROSE,0.75,300,9/18/1997 0:00,9/19/1997 0:00,710,Sablefish,315432,SSEI,20,221,Sablefish,710,Retained,1,,800
1997,1009,3,36488,ALASKAN ROSE,0.75,300,9/18/1997 0:00,9/19/1997 0:00,710,Sablefish,315432,SSEI,20,218,Sablefish,710,Retained,1,,1400
1997,1009,4,36488,ALASKAN ROSE,0.75,300,9/18/1997 0:00,9/19/1997 0:00,710,Sablefish,315502,SSEI,27,268,Sablefish,710,Retained,1,,1400
1997,1010,1,36488,ALASKAN ROSE,0.75,300,,9/25/1997 0:00,710,Sablefish,315432,SSEI,20,252,Sablefish,710,Retained,1,,1100
1997,1010,2,36488,ALASKAN ROSE,0.75,300,,9/25/1997 0:00,710,Sablefish,315502,SSEI,20,231,Sablefish,710,Retained,1,,1100
1997,1010,3,36488,ALASKAN ROSE,0.75,300,,9/25/1997 0:00,710,Sablefish,315502,SSEI,20,224,Sablefish,710,Retained,1,,1100
1997,1010,4,36488,ALASKAN ROSE,0.75,300,,9/25/1997 0:00,710,Sablefish,315502,SSEI,28,244,Sablefish,710,Retained,1,,1100
1997,1011,1,36488,ALASKAN ROSE,0.75,240,,9/30/1997 0:00,710,Sablefish,315432,SSEI,20,235,Sablefish,710,Retained,1,,800
1997,1011,2,36488,ALASKAN ROSE,0.75,240,,9/30/1997 0:00,710,Sablefish,315502,SSEI,20,222,Sablefish,710,Retained,1,,200
1997,1011,3,36488,ALASKAN ROSE,0.75,240,,9/30/1997 0:00,710,Sablefish,315502,SSEI,20,238,Sablefish,710,Retained,1,,400
1997,1011,4,36488,ALASKAN ROSE,0.75,240,,9/30/1997 0:00,710,Sablefish,315502,SSEI,24,244,Sablefish,710,Retained,1,,700
1997,1011,5,36488,ALASKAN ROSE,0.75,240,,9/30/1997 0:00,710,Sablefish,315502,SSEI,20,259,Sablefish,710,Retained,1,,700
1997,1011,6,36488,ALASKAN ROSE,0.75,240,,9/30/1997 0:00,710,Sablefish,315531,SSEI,20,321,Sablefish,710,Retained,1,,500
1997,1012,1,36488,ALASKAN ROSE,0.75,240,,10/2/1997 0:00,710,Sablefish,315531,SSEI,28,269,Sablefish,710,Retained,1,,2140
1997,1012,2,36488,ALASKAN ROSE,0.75,240,,10/2/1997 0:00,710,Sablefish,315502,SSEI,26,259,Sablefish,710,Retained,1,,1070
1997,1012,3,36488,ALASKAN ROSE,0.75,240,,10/2/1997 0:00,710,Sablefish,315531,SSEI,20,224,Sablefish,710,Retained,1,,764
1997,1013,1,36488,ALASKAN ROSE,0.75,240,10/1/1997 0:00,10/7/1997 0:00,710,Sablefish,315531,SSEI,23,300,Sablefish,710,Retained,1,,600
1997,1013,2,36488,ALASKAN ROSE,0.75,240,10/1/1997 0:00,10/7/1997 0:00,710,Sablefish,315531,SSEI,26,270,Sablefish,710,Retained,1,,1200
1997,1013,3,36488,ALASKAN ROSE,0.75,240,10/1/1997 0:00,10/7/1997 0:00,710,Sablefish,315531,SSEI,20,260,Sablefish,710,Retained,1,,800
1997,1013,4,36488,ALASKAN ROSE,0.75,240,10/1/1997 0:00,10/7/1997 0:00,710,Sablefish,315502,SSEI,20,250,Sablefish,710,Retained,1,,1600
1997,1013,5,36488,ALASKAN ROSE,0.75,240,10/1/1997 0:00,10/7/1997 0:00,710,Sablefish,315502,SSEI,22,230,Sablefish,710,Retained,1,,1300
1997,1013,6,36488,ALASKAN ROSE,0.75,240,10/1/1997 0:00,10/7/1997 0:00,710,Sablefish,315531,SSEI,26,270,Sablefish,710,Retained,1,,1700
1997,1013,7,36488,ALASKAN ROSE,0.75,240,10/1/1997 0:00,10/7/1997 0:00,710,Sablefish,315531,SSEI,23,310,Sablefish,710,Retained,1,,300
1997,1013,8,36488,ALASKAN ROSE,0.75,240,10/1/1997 0:00,10/7/1997 0:00,710,Sablefish,315531,SSEI,20,280,Sablefish,710,Retained,1,,400
1997,1013,9,36488,ALASKAN ROSE,0.75,240,10/1/1997 0:00,10/7/1997 0:00,710,Sablefish,315502,SSEI,20,210,Sablefish,710,Retained,1,,900
1997,1013,10,36488,ALASKAN ROSE,0.75,240,10/1/1997 0:00,10/7/1997 0:00,710,Sablefish,315502,SSEI,20,260,Sablefish,710,Retained,1,,650
1997,1014,1,36488,ALASKAN ROSE,0.75,300,10/5/1997 0:00,10/11/1997 0:00,710,Sablefish,315531,SSEI,26,300,Sablefish,710,Retained,1,,900
1997,1014,2,36488,ALASKAN ROSE,0.75,300,10/5/1997 0:00,10/11/1997 0:00,710,Sablefish,315502,SSEI,20,270,Sablefish,710,Retained,1,,1000
1997,1014,3,36488,ALASKAN ROSE,0.75,300,10/5/1997 0:00,10/11/1997 0:00,710,Sablefish,315502,SSEI,23,250,Sablefish,710,Retained,1,,500
1997,1014,4,36488,ALASKAN ROSE,0.75,300,10/5/1997 0:00,10/11/1997 0:00,710,Sablefish,315502,SSEI,20,220,Sablefish,710,Retained,1,,800
1997,1014,5,36488,ALASKAN ROSE,0.75,300,10/5/1997 0:00,10/11/1997 0:00,710,Sablefish,315502,SSEI,20,220,Sablefish,710,Retained,1,,750
1997,1014,6,36488,ALASKAN ROSE,0.75,300,10/5/1997 0:00,10/11/1997 0:00,710,Sablefish,315502,SSEI,26,270,Sablefish,710,Retained,1,,1200
1997,1014,7,36488,ALASKAN ROSE,0.75,300,10/5/1997 0:00,10/11/1997 0:00,710,Sablefish,315502,SSEI,23,260,Sablefish,710,Retained,1,,500
1997,1014,8,36488,ALASKAN ROSE,0.75,300,10/5/1997 0:00,10/11/1997 0:00,710,Sablefish,315502,SSEI,20,250,Sablefish,710,Retained,1,,800
1997,1014,9,36488,ALASKAN ROSE,0.75,300,10/5/1997 0:00,10/11/1997 0:00,710,Sablefish,315502,SSEI,20,220,Sablefish,710,Retained,1,,800
1997,1014,10,36488,ALASKAN ROSE,0.75,300,10/5/1997 0:00,10/11/1997 0:00,710,Sablefish,315502,SSEI,20,225,Sablefish,710,Retained,1,,500
1997,1015,1,36488,ALASKAN ROSE,0.75,300,10/10/1997 0:00,10/17/1997 0:00,710,Sablefish,315502,SSEI,26,240,Sablefish,710,Retained,1,,1200
1997,1015,2,36488,ALASKAN ROSE,0.75,300,10/10/1997 0:00,10/17/1997 0:00,710,Sablefish,315502,SSEI,23,230,Sablefish,710,Retained,1,,700
1997,1015,3,36488,ALASKAN ROSE,0.75,300,10/10/1997 0:00,10/17/1997 0:00,710,Sablefish,315502,SSEI,20,260,Sablefish,710,Retained,1,,500
1997,1015,4,36488,ALASKAN ROSE,0.75,300,10/10/1997 0:00,10/17/1997 0:00,710,Sablefish,315502,SSEI,20,220,Sablefish,710,Retained,1,,1100
1997,1015,5,36488,ALASKAN ROSE,0.75,300,10/10/1997 0:00,10/17/1997 0:00,710,Sablefish,315502,SSEI,20,250,Sablefish,710,Retained,1,,700
1997,1015,6,36488,ALASKAN ROSE,0.75,300,10/10/1997 0:00,10/17/1997 0:00,710,Sablefish,315502,SSEI,20,230,Sablefish,710,Retained,1,,400
1997,1015,7,36488,ALASKAN ROSE,0.75,300,10/10/1997 0:00,10/17/1997 0:00,710,Sablefish,315502,SSEI,26,250,Sablefish,710,Retained,1,,500
1997,1015,8,36488,ALASKAN ROSE,0.75,300,10/10/1997 0:00,10/17/1997 0:00,710,Sablefish,315502,SSEI,23,240,Sablefish,710,Retained,1,,700
1997,1015,9,36488,ALASKAN ROSE,0.75,300,10/10/1997 0:00,10/17/1997 0:00,710,Sablefish,315502,SSEI,20,260,Sablefish,710,Retained,1,,500
1997,1015,10,36488,ALASKAN ROSE,0.75,300,10/10/1997 0:00,10/17/1997 0:00,710,Sablefish,315502,SSEI,20,230,Sablefish,710,Retained,1,,500
1997,1016,1,36488,ALASKAN ROSE,0.75,300,10/16/1997 0:00,10/19/1997 0:00,710,Sablefish,315502,SSEI,20,230,Sablefish,710,Retained,1,,500
1997,1016,2,36488,ALASKAN ROSE,0.75,300,10/16/1997 0:00,10/19/1997 0:00,710,Sablefish,315502,SSEI,20,270,Sablefish,710,Retained,1,,250
1997,1016,3,36488,ALASKAN ROSE,0.75,300,10/16/1997 0:00,10/19/1997 0:00,710,Sablefish,315502,SSEI,26,250,Sablefish,710,Retained,1,,300
1997,1016,4,36488,ALASKAN ROSE,0.75,300,10/16/1997 0:00,10/19/1997 0:00,710,Sablefish,315502,SSEI,23,240,Sablefish,710,Retained,1,,800
1997,1016,5,36488,ALASKAN ROSE,0.75,300,10/16/1997 0:00,10/19/1997 0:00,710,Sablefish,315502,SSEI,20,260,Sablefish,710,Retained,1,,200
1997,1017,1,36488,ALASKAN ROSE,0.75,240,,10/24/1997 0:00,710,Sablefish,315502,SSEI,26,270,Sablefish,710,Retained,1,,800
1997,1017,2,36488,ALASKAN ROSE,0.75,240,,10/24/1997 0:00,710,Sablefish,315502,SSEI,20,240,Sablefish,710,Retained,1,,600
1997,1017,3,36488,ALASKAN ROSE,0.75,240,,10/24/1997 0:00,710,Sablefish,315502,SSEI,23,250,Sablefish,710,Retained,1,,700
1997,1017,4,36488,ALASKAN ROSE,0.75,240,,10/24/1997 0:00,710,Sablefish,315502,SSEI,20,220,Sablefish,710,Retained,1,,900
1997,1017,5,36488,ALASKAN ROSE,0.75,240,,10/24/1997 0:00,710,Sablefish,315502,SSEI,20,240,Sablefish,710,Retained,1,,500
1997,1018,1,36488,ALASKAN ROSE,0.75,240,10/22/1997 0:00,10/30/1997 0:00,710,Sablefish,315502,SSEI,26,223,Sablefish,710,Retained,1,,500
1997,1018,2,36488,ALASKAN ROSE,0.75,240,10/22/1997 0:00,10/30/1997 0:00,710,Sablefish,325531,SSEI,20,265,Sablefish,710,Retained,1,,300
1997,1018,3,36488,ALASKAN ROSE,0.75,240,10/22/1997 0:00,10/30/1997 0:00,710,Sablefish,325531,SSEI,23,255,Sablefish,710,Retained,1,,500
1997,1018,4,36488,ALASKAN ROSE,0.75,240,10/22/1997 0:00,10/30/1997 0:00,710,Sablefish,315502,SSEI,20,240,Sablefish,710,Retained,1,,600
1997,1018,5,36488,ALASKAN ROSE,0.75,240,10/22/1997 0:00,10/30/1997 0:00,710,Sablefish,315502,SSEI,20,224,Sablefish,710,Retained,1,,550
1997,1018,6,36488,ALASKAN ROSE,0.75,240,10/22/1997 0:00,10/30/1997 0:00,710,Sablefish,325531,SSEI,20,260,Sablefish,710,Retained,1,,300
1997,1018,7,36488,ALASKAN ROSE,0.75,240,10/22/1997 0:00,10/30/1997 0:00,710,Sablefish,325531,SSEI,26,330,Sablefish,710,Retained,1,,1000
1997,1019,1,36488,ALASKAN ROSE,0.75,240,,11/2/1997 0:00,710,Sablefish,325531,SSEI,23,260,Sablefish,710,Retained,1,,400
1997,1019,2,36488,ALASKAN ROSE,0.75,240,,11/2/1997 0:00,710,Sablefish,315502,SSEI,20,240,Sablefish,710,Retained,1,,700
1997,1019,3,36488,ALASKAN ROSE,0.75,240,,11/2/1997 0:00,710,Sablefish,315502,SSEI,20,230,Sablefish,710,Retained,1,,800
1997,1019,4,36488,ALASKAN ROSE,0.75,240,,11/2/1997 0:00,710,Sablefish,325531,SSEI,20,270,Sablefish,710,Retained,1,,1000
1997,1019,5,36488,ALASKAN ROSE,0.75,240,,11/2/1997 0:00,710,Sablefish,325531,SSEI,26,340,Sablefish,710,Retained,1,,800
1997,1019,6,36488,ALASKAN ROSE,0.75,240,,11/2/1997 0:00,710,Sablefish,325531,SSEI,20,320,Sablefish,710,Retained,1,,450
1997,1019,7,36488,ALASKAN ROSE,0.75,240,,11/2/1997 0:00,710,Sablefish,325531,SSEI,26,340,Sablefish,710,Retained,1,,900
1997,1019,8,36488,ALASKAN ROSE,0.75,240,,11/2/1997 0:00,710,Sablefish,325531,SSEI,20,270,Sablefish,710,Retained,1,,250
1997,1019,9,36488,ALASKAN ROSE,0.75,240,,11/2/1997 0:00,710,Sablefish,325531,SSEI,23,265,Sablefish,710,Retained,1,,300
1997,1020,1,36488,ALASKAN ROSE,0.75,240,10/31/1997 0:00,11/6/1997 0:00,710,Sablefish,325531,SSEI,20,310,Sablefish,710,Retained,1,,200
1997,1020,2,36488,ALASKAN ROSE,0.75,240,10/31/1997 0:00,11/6/1997 0:00,710,Sablefish,325531,SSEI,26,350,Sablefish,710,Retained,1,,800
1997,1020,3,36488,ALASKAN ROSE,0.75,240,10/31/1997 0:00,11/6/1997 0:00,710,Sablefish,325531,SSEI,20,350,Sablefish,710,Retained,1,,900
1997,1020,4,36488,ALASKAN ROSE,0.75,240,10/31/1997 0:00,11/6/1997 0:00,710,Sablefish,325531,SSEI,20,300,Sablefish,710,Retained,1,,750
1997,1020,5,36488,ALASKAN ROSE,0.75,240,10/31/1997 0:00,11/6/1997 0:00,710,Sablefish,325531,SSEI,23,300,Sablefish,710,Retained,1,,400
1997,1020,6,36488,ALASKAN ROSE,0.75,240,10/31/1997 0:00,11/6/1997 0:00,710,Sablefish,325531,SSEI,23,320,Sablefish,710,Retained,1,,450
1997,1020,7,36488,ALASKAN ROSE,0.75,240,10/31/1997 0:00,11/6/1997 0:00,710,Sablefish,325531,SSEI,26,350,Sablefish,710,Retained,1,,1200
1997,1020,8,36488,ALASKAN ROSE,0.75,240,10/31/1997 0:00,11/6/1997 0:00,710,Sablefish,325531,SSEI,20,320,Sablefish,710,Retained,1,,700
1997,1020,9,36488,ALASKAN ROSE,0.75,240,10/31/1997 0:00,11/6/1997 0:00,710,Sablefish,325531,SSEI,20,350,Sablefish,710,Retained,1,,500
1997,1021,1,36488,ALASKAN ROSE,0.75,240,11/3/1997 0:00,11/8/1997 0:00,710,Sablefish,325531,SSEI,20,330,Sablefish,710,Released (Quota Limit),3,,100
1997,1021,1,36488,ALASKAN ROSE,0.75,240,11/3/1997 0:00,11/8/1997 0:00,710,Sablefish,325531,SSEI,20,330,Sablefish,710,Retained,1,,450
1997,1021,2,36488,ALASKAN ROSE,0.75,240,11/3/1997 0:00,11/8/1997 0:00,710,Sablefish,325531,SSEI,26,320,Sablefish,710,Released (Quota Limit),3,,600
1997,1021,2,36488,ALASKAN ROSE,0.75,240,11/3/1997 0:00,11/8/1997 0:00,710,Sablefish,325531,SSEI,26,320,Sablefish,710,Retained,1,,150
1997,1021,3,36488,ALASKAN ROSE,0.75,240,11/3/1997 0:00,11/8/1997 0:00,710,Sablefish,325531,SSEI,20,330,Sablefish,710,Released (Quota Limit),3,,150
1997,1021,3,36488,ALASKAN ROSE,0.75,240,11/3/1997 0:00,11/8/1997 0:00,710,Sablefish,325531,SSEI,20,330,Sablefish,710,Retained,1,,400
1997,1022,1,35564,NAVIGATOR,0.75,150,9/22/1997 0:00,9/24/1997 0:00,710,Sablefish,315502,SSEI,23,240,Sablefish,710,Retained,1,,400
1997,1022,2,35564,NAVIGATOR,0.75,150,9/22/1997 0:00,9/24/1997 0:00,710,Sablefish,315502,SSEI,23,240,Sablefish,710,Retained,1,,400
1997,1022,3,35564,NAVIGATOR,0.75,150,9/22/1997 0:00,9/24/1997 0:00,710,Sablefish,315432,SSEI,23,230,Sablefish,710,Retained,1,,300
1997,1022,4,35564,NAVIGATOR,0.75,150,9/22/1997 0:00,9/24/1997 0:00,710,Sablefish,315432,SSEI,23,240,Sablefish,710,Retained,1,,250
1997,1022,5,35564,NAVIGATOR,0.75,150,9/22/1997 0:00,9/24/1997 0:00,710,Sablefish,315432,SSEI,23,235,Sablefish,710,Retained,1,,250
1997,1023,1,35564,NAVIGATOR,0.75,150,9/18/1997 0:00,9/22/1997 0:00,710,Sablefish,315502,SSEI,23,232,Sablefish,710,Retained,1,,250
1997,1023,2,35564,NAVIGATOR,0.75,150,9/18/1997 0:00,9/22/1997 0:00,710,Sablefish,315502,SSEI,23,265,Sablefish,710,Retained,1,,250
1997,1023,3,35564,NAVIGATOR,0.75,150,9/18/1997 0:00,9/22/1997 0:00,710,Sablefish,315502,SSEI,23,238,Sablefish,710,Retained,1,,800
1997,1023,4,35564,NAVIGATOR,0.75,150,9/18/1997 0:00,9/22/1997 0:00,710,Sablefish,315432,SSEI,23,240,Sablefish,710,Retained,1,,700
1997,1023,5,35564,NAVIGATOR,0.75,150,9/18/1997 0:00,9/22/1997 0:00,710,Sablefish,315432,SSEI,23,233,Sablefish,710,Retained,1,,300
1998,1001,1,36488,ALASKAN ROSE,0.75,300,9/11/1998 0:00,9/16/1998 0:00,710,Sablefish,315531,SSEI,23,300,Sablefish,710,Retained,1,,350
1998,1001,2,36488,ALASKAN ROSE,0.75,300,9/11/1998 0:00,9/16/1998 0:00,710,Sablefish,315531,SSEI,18,310,Sablefish,710,Retained,1,,400
1998,1001,3,36488,ALASKAN ROSE,0.75,300,9/11/1998 0:00,9/16/1998 0:00,710,Sablefish,315502,SSEI,18,260,Sablefish,710,Retained,1,,150
1998,1001,4,36488,ALASKAN ROSE,0.75,300,9/11/1998 0:00,9/16/1998 0:00,710,Sablefish,315502,SSEI,19,250,Sablefish,710,Retained,1,,200
1998,1001,5,36488,ALASKAN ROSE,0.75,300,9/11/1998 0:00,9/16/1998 0:00,710,Sablefish,315502,SSEI,20,260,Sablefish,710,Retained,1,,500
1998,1001,6,36488,ALASKAN ROSE,0.75,300,9/11/1998 0:00,9/16/1998 0:00,710,Sablefish,315531,SSEI,23,290,Sablefish,710,Retained,1,,1500
1998,1001,7,36488,ALASKAN ROSE,0.75,300,9/11/1998 0:00,9/16/1998 0:00,710,Sablefish,315502,SSEI,18,270,Sablefish,710,Retained,1,,700
1998,1001,8,36488,ALASKAN ROSE,0.75,300,9/11/1998 0:00,9/16/1998 0:00,710,Sablefish,315502,SSEI,20,260,Sablefish,710,Retained,1,,1000
1998,1001,9,36488,ALASKAN ROSE,0.75,300,9/11/1998 0:00,9/16/1998 0:00,710,Sablefish,315502,SSEI,20,270,Sablefish,710,Retained,1,,750
1998,1001,10,36488,ALASKAN ROSE,0.75,300,9/11/1998 0:00,9/16/1998 0:00,710,Sablefish,315502,SSEI,20,270,Sablefish,710,Retained,1,,600
